"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00","id"
"74","Funciona","POINT (-46.4719440004625 -23.9894440005043)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL SAO VICENTE                          "," ASSINADO"," 500"," "," FAR"," "," "," RUA DILMA TAIPINA PEDRO, 125 - SAMARITA - SAO VICENTE/SP    "," "," "," SÃO VICENTE"," 3551009"," RMBS"," 29559408"," 28/12/2009 00","00",74
"75","Funciona","POINT (-44.9766670006098 -22.5958330006883)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," MATA ATLANTICA I, CONDOMINIO                                "," ASSINADO"," 177"," "," FAR"," "," "," AV ROTARY CLUB 2767                                         "," "," "," CRUZEIRO"," 3513405"," RMVPLN"," 29514122"," 02/10/2009 00","00",75
"76","Funciona","POINT (-44.9761110006111 -22.5750000006898)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," MATA ATLANTICA II, CONDOMINIO                               "," ASSINADO"," 177"," "," FAR"," "," "," AV FLORINDO ANTICO 778                                      "," "," "," CRUZEIRO"," 3513405"," RMVPLN"," 29514455"," 28/10/2009 00","00",76
"77","Funciona","POINT (-46.2175000005012 -23.5525000005496)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJ RES SANTA ANTONIETA III                                "," ASSINADO"," 180"," "," FAR"," "," "," RUA BRIGADEIRO NEWTON BRAGA, 365                            "," "," "," MOGI DAS CRUZES"," 3530607"," RMSP"," 29943557"," 23/12/2009 00","00",77
"78","Funciona","POINT (-47.5855560005148 -22.3858330005449)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL SIBIPIRUNA                           "," ASSINADO"," 96"," "," FAR"," "," "," AV 68JCA E 70JCA X RUA 6                                    "," "," "," RIO CLARO"," 3543907"," ESP"," 37653617"," 30/03/2012 00","00",78
"79","Funciona","POINT (-47.5822220005149 -22.387500000545)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL CABREUVA                             "," ASSINADO"," 80"," "," FAR"," "," "," AV 68 JCA E 66 JCA X RUA 6                                  "," "," "," RIO CLARO"," 3543907"," ESP"," 37653053"," 30/03/2012 00","00",79
"80","Funciona","POINT (-47.5822220005149 -22.3869440005451)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL JACARANDA                            "," ASSINADO"," 112"," "," FAR"," "," "," AV 66JCA E 768 CJA E RUAS 5 E 6                             "," "," "," RIO CLARO"," 3543907"," ESP"," 37654182"," 30/03/2012 00","00",80
"81","Funciona","POINT (-47.5650000005165 -22.374167000547)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL QUIRINO                              "," ASSINADO"," 144"," "," FAR"," "," "," ESTRADA MUNICIPAL DE RIO CLARO                              "," "," "," RIO CLARO"," 3543907"," ESP"," 33999153"," 25/08/2010 00","00",81
"82","Funciona","POINT (-47.5488890005166 -22.3850000005472)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL JASMIM                               "," ASSINADO"," 112"," "," FAR"," "," "," AVENIDAS JOAQUIM RIBEIRO X AV 58A                           "," "," "," RIO CLARO"," 3543907"," ESP"," 37654078"," 30/03/2012 00","00",82
"83","Funciona","POINT (-45.1355560005935 -22.7661110006675)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL BRISAS DO CAMPO                      "," ASSINADO"," 175"," "," FAR"," "," "," REMANESCENTE DO SITIO MANGUESECO                            "," "," "," LORENA"," 3527207"," RMVPLN"," 32730607"," 07/07/2010 00","00",83
"84","Funciona","POINT (-45.17666700059 -22.7986110006629)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SANTA MONICA, RESIDENCIAL                                   "," ASSINADO"," 500"," "," FAR"," "," "," AV INTEGRACAO, 595                                          "," "," "," GUARATINGUETÁ"," 3518404"," RMVPLN"," 32240822"," 10/12/2010 00","00",84
"85","Funciona","POINT (-45.1750000005902 -22.7955560006632)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL FLAMBOYANT 1                         "," ASSINADO"," 192"," "," FAR"," "," "," AV BENEDITO DE TOLEDO SN VILA BRASIL                        "," "," "," GUARATINGUETÁ"," 3518404"," RMVPLN"," 32149458"," 30/03/2012 00","00",85
"86","Funciona","POINT (-45.1750000005903 -22.7947220006633)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL FLAMBOYANT 2                         "," ASSINADO"," 160"," "," FAR"," "," "," AV BENEDITO DE TOLEDO, S/N - VILA BRASIL                    "," "," "," GUARATINGUETÁ"," 3518404"," RMVPLN"," 32149781"," 30/03/2012 00","00",86
"87","Funciona","POINT (-45.1750000005904 -22.7930560006634)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL FLAMBOYANT 3                         "," ASSINADO"," 176"," "," FAR"," "," "," AV BENEDITO DE TOLEDO, SN                                   "," "," "," GUARATINGUETÁ"," 3518404"," RMVPLN"," 32149895"," 30/03/2012 00","00",87
"88","Funciona","POINT (-45.9475000005272 -23.3194440005817)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SANTA ISABEL, RESIDENCIAL                                   "," ASSINADO"," 162"," "," FAR"," "," "," AV JOSE THEODORO DE SIQUEIRA                                "," "," "," JACAREÍ"," 3524402"," RMVPLN"," 32013815"," 28/05/2010 00","00",88
"89","Funciona","POINT (-45.9275000005282 -23.3163890005831)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS ACACIAS                                     "," ASSINADO"," 240"," "," FAR"," "," "," RUA DOS CIPRESTES                                           "," "," "," JACAREÍ"," 3524402"," RMVPLN"," 32897415"," 30/06/2010 00","00",89
"90","Funciona","POINT (-46.1416670005062 -23.5250000005561)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS BROMELIAS                                   "," ASSINADO"," 280"," "," FAR"," "," "," AV RICIERI JOSE MARCATTO, 2311                              "," "," "," MOGI DAS CRUZES"," 3530607"," RMSP"," 31915955"," 04/03/2010 00","00",90
"91","Funciona","POINT (-46.3938890004908 -23.5986110005359)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL LEME                                            "," ASSINADO"," 60"," "," FAR"," "," "," R.ALFONSO ASTURARO, S/N X R.RICARDO DA COSTA LT 41 QD 46    "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32201132"," 14/12/2010 00","00",91
"92","Funciona","POINT (-46.4297220004915 -23.5630560005361)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CARAGUATATUBA A, CONDOMINIO                                 "," ASSINADO"," 140"," "," FAR"," "," "," RUA AMOR DE INDIO/ RUA DOMINGOS RUBINO                      "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32199627"," 01/10/2010 00","00",92
"93","Funciona","POINT (-46.4208330004904 -23.5863890005351)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL GUARUJA                              "," ASSINADO"," 32"," "," FAR"," "," "," R.ARROIO CAMPO BOM X ESTRADA CIRCULAR                       "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32200555"," 14/12/2010 00","00",93
"94","Funciona","POINT (-46.413889000491 -23.5813890005359)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MONGAGUA                                        "," ASSINADO"," 40"," "," FAR"," "," "," R.ARROIO TRIUNFO X R.MARCIO BECK MACHADO S/N                "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32200773"," 14/12/2010 00","00",94
"95","Funciona","POINT (-48.5050000004792 -22.2711110004963)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL FREI GALVAO                                     "," ASSINADO"," 777"," "," FAR"," "," "," LOTEAMENTO FREI GALVAO, S/N - JD FREI GALVAO.               "," "," "," JAÚ"," 3525300"," ESP"," 36589192"," 27/02/2012 00","00",95
"96","Funciona","POINT (-48.8019440004979 -21.7533330005115)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL SAO_EXPEDITO                                    "," ASSINADO"," 418"," "," FAR"," "," "," RUA 11 COM LBG 020                                          "," "," "," IBITINGA"," 3519600"," ESP"," 39725232"," 26/12/2012 00","00",96
"97","Funciona","POINT (-51.3962111015413 -22.1172384056702)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM PANORAMICO"," "," 330"," "," FAR"," RUA MARIA APARECIDA CUISSI"," "," "," JD COBRAL"," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 0341437-77"," 02/03/2012 00","00",97
"98","Funciona","POINT (-48.4988890005358 -21.3816670005537)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL SAO SEBASTIAO                        "," ASSINADO"," 112"," "," FAR"," "," "," AV CAPITAO JOSE CAMARGO DE LIMA                             "," "," "," TAQUARITINGA"," 3553708"," ESP"," 34359316"," 12/04/2012 00","00",98
"99","Funciona","POINT (-46.4122220004907 -23.5875000005355)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," MIRASSOL                                                    "," ASSINADO"," 260"," "," FAR"," "," "," R. CORACAO DE MACA LOTES 4 A 9 QD 32                        "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32200669"," 01/10/2010 00","00",99
"100","Funciona","POINT (-46.4216670004918 -23.5641670005366)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CARAGUATATUBA D, CONDOMINIO                                 "," ASSINADO"," 180"," "," FAR"," "," "," RUA DOMINGOS RUBINO X RUA AMOR DE INDIO                     "," "," "," SÃO PAULO"," 3550308"," RMSP"," 33044659"," 01/10/2010 00","00",100
"101","Funciona","POINT (-46.409280528947 -23.5612469966816)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SAO JOSE DO RIO PRETO, RESIDENCIAL                          "," ASSINADO"," 56"," "," FAR"," AVENIDA JOSE HIGINO NEVES 1"," "," AV. JOSE HIGINO NEVES X R. UTARO KANAI                      "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32200449"," 02/10/2012 00","00",101
"102","Funciona","POINT (-48.1535763785068 -21.7241770290936)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MARIA HELENA LEPRE BARBIERI"," "," 338"," "," FAR"," AV JOSE DOS SANTOS SEVES"," "," "," ANEXO JD SELMI DEY"," "," ARARAQUARA"," 3503208"," ESP"," 0369375-27"," 27/04/2012 00","00",102
"103","Funciona","POINT (-46.5019440004859 -23.6025000005291)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," TEOTONIO VILELA I - SAO ROQUE, CONJUNTO HABITACIONAL        "," ASSINADO"," 300"," "," FAR"," "," "," RUA GIOVANNI NASCO S/N LOTE 3 QD 39                         "," "," "," SÃO PAULO"," 3550308"," RMSP"," 29344872"," 11/12/2009 00","00",103
"104","Funciona","POINT (-45.808366179233 -23.1837414692946)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SAO JOSE DOS CAMPOS - CAJURU III - CONDOMINIO I             "," ASSINADO"," 288"," "," FAR"," ESTRADA MUNICIPAL DO CAJURU  1"," "," ESTRADA MUNICIPAL DO CAJURU, S/N                            "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 38155333"," 29/08/2013 00","00",104
"105","Funciona","POINT (-45.4253854512855 -23.6306782012538)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL GETUBA                               "," ASSINADO"," 500"," "," FAR"," RUA GABRIEL FAGUNDES ROSA 1"," "," RUA GABRIEL FAGUNDES ROSA                                   "," "," "," CARAGUATATUBA"," 3510500"," RMVPLN"," 39374483"," 29/06/2012 00","00",105
"106","Funciona","POINT (-45.4486350218967 -23.7052412868412)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," NOVA CARAGUA                                                "," ASSINADO"," 720"," "," FAR"," RUA JOSE GERALDO FERNANDES DA SILVA JUNIOR 1"," "," RUA JOSE GERALDO FERNANDES DA SILVA JUNIOR                  "," "," "," CARAGUATATUBA"," 3510500"," RMVPLN"," 39489866"," 28/03/2013 00","00",106
"107","Funciona","POINT (-45.9039608188602 -23.1516181389894)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ALTO DA PONTE                                   "," ASSINADO"," 300"," "," FAR"," ESTRADA MUNICIPAL JUCA DE CARVALHO  1"," "," ESTRADA MUNICIPAL JUCA DE CARVALHO, LOTEAMENTO ALTO PONTE   "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 39341381"," 30/08/2013 00","00",107
"108","Funciona","POINT (-45.5742522976313 -23.0889468086417)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," COND. RES. SERGIO LUCCHIARI"," ASSINADO"," 320"," "," FAR"," ESTRADA DO BARREIRO 1 "," "," EST DO BARREIRO S/N SITIO GENI III E PARTE DO SITIO NIL - SAO GONCALO"," "," "," TAUBATÉ"," 3554102"," RMVPLN"," 209990"," 27/06/2013 00","00",108
"109","Funciona","POINT (-45.7978121561341 -23.1832918235424)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL COLONIA PARAISO II                              "," ASSINADO"," 284"," "," FAR"," RUA PASTOR MIGUEL CORNELIO DE MORAIS 1"," "," RUA PASTOR MIGUEL CORNELIO DE MORAIS S/N                    "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 38469497"," 24/06/2013 00","00",109
"110","Funciona","POINT (-46.3311671516739 -23.5424630385242)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO AVENIDA PAULISTA II                              "," ASSINADO"," 300"," "," FAR"," AVENIDA PAULISTA 1 "," "," AV PAULISTA S/N,                                            "," "," "," SUZANO"," 3552502"," RMSP"," 38275713"," 27/06/2013 00","00",110
"111","Funciona","POINT (-46.2911110005006 -23.5133330005479)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ESMERALDA                                       "," ASSINADO"," 378"," "," FAR"," "," "," AV. WASHINGTON LUIZ ESQUINA COM ESTRADA DO RONDA - AREA 1   "," "," "," SUZANO"," 3552502"," RMSP"," 29941170"," 01/07/2010 00","00",111
"112","Funciona","POINT (-49.0538226637522 -22.2997718744037)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TRES AMERICAS II"," "," 384"," "," FAR"," RUA MANOEL R. MADURO"," S/N"," "," BAURU/SP"," "," BAURU"," 3506003"," ESP"," 0368167-88"," 02/03/2012 00","00",112
"113","Funciona","POINT (-48.5188890005319 -21.4288890005495)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL BOSQUES DE SANTA LUZIA                          "," ASSINADO"," 401"," "," FAR"," "," "," PROLONGAMENTO DA RUA IVONE FUMAGALI MORANO                  "," "," "," TAQUARITINGA"," 3553708"," ESP"," 39124838"," 27/03/2013 00","00",113
"114","Funciona","POINT (-49.0768567703128 -22.3408940697992)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL AGUA DA GRAMA"," "," 560"," "," FAR"," RUA DOIS"," "," "," JD MONTE VERDE"," "," BAURU"," 3506003"," ESP"," 0367216-56"," 10/04/2012 00","00",114
"115","Funciona","POINT (-49.7727826720907 -21.6564447040074)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM BELA VISTA"," "," 486"," "," FAR"," R PROF ANTONIO SEABRA"," S/N"," "," LINS"," "," LINS"," 3527108"," ESP"," 0362901-41"," 17/02/2012 00","00",115
"116","Funciona","POINT (-48.4691670005656 -20.9266670005841)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM ITALIA                                   "," ASSINADO"," 421"," "," FAR"," "," "," RUA JOSE MINHOLO                                            "," "," "," BEBEDOURO"," 3506102"," ESP"," 36386749"," 16/11/2012 00","00",116
"117","Funciona","POINT (-46.394722000492 -23.5783330005372)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PIRASSUNUNGA, CONDOMINIO RESIDENCIAL                        "," ASSINADO"," 200"," "," FAR"," "," "," R.CONJUNTO SITIO CONCEICAO X R.PEQUENO ROMANCE              "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32200335"," 25/05/2012 00","00",117
"118","Funciona","POINT (-46.5247222227025 -23.674722222745)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL LONDRINA                                        "," ASSINADO"," 220"," "," FAR"," "," "," RUA LONDRINA, 198                                           "," "," "," SANTO ANDRÉ"," 3547809"," RMSP"," 32130342"," 24/09/2010 00","00",118
"119","Funciona","POINT (-46.39408943841 -23.5660777877787)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CAMPINAS, RESIDENCIAL                                       "," ASSINADO"," 60"," "," FAR"," RUA GENERAL JOAO SARMENTO PIMENTEL 1"," "," R.GAL JOAO SARMENTO PIMENTEL X RUA FLORIANO ARRESTI         "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32200221"," 29/06/2012 00","00",119
"120","Funciona","POINT (-50.2715 -21.0911)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ATLANTICO - 1A. ETAPA"," "," 481"," CASA/LOTEAMENTO"," FAR"," RUA AGENOR ZANONI"," "," "," JARDIM ATLANTICO"," "," BURITAMA"," 3508108"," ESP"," 0294916-65"," 11/02/2010 00","00",120
"121","Funciona","POINT (-46.4850000004897 -23.5538890005334)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JACAREI, CONDOMINIO RESIDENCIAL                             "," ASSINADO"," 40"," "," FAR"," "," "," AV. ITAQUERA S/N                                            "," "," "," SÃO PAULO"," 3550308"," RMSP"," 32198934"," 01/02/2012 00","00",121
"122","Funciona","POINT (-46.4288890004921 -23.5541670005368)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CARAGUATATUBA C, COND                                       "," ASSINADO"," 160"," "," FAR"," "," "," RUA SEM DENOMINACAO X RUA AMOR DE INDIO                     "," "," "," SÃO PAULO"," 3550308"," RMSP"," 33044325"," 01/10/2010 00","00",122
"123","Funciona","POINT (-46.4294440004921 -23.5541670005368)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CARAGUATATUBA B, COND                                       "," ASSINADO"," 160"," "," FAR"," "," "," RUA AMOR DE INDIO, 72                                       "," "," "," SÃO PAULO"," 3550308"," RMSP"," 33044094"," 01/10/2010 00","00",123
